Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Taze Moore,SG,25,POR,1,0,4.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,23-24
Monte Morris,PG,28,DET,1,0,11.0,3.0,4.0,0.75,1.0,1.0,1.0,2.0,3.0,0.667,0.875,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,23-24
Mike Muscala,C,32,TOT,28,2,14.1,1.4,3.7,0.385,0.7,2.3,0.317,0.7,1.5,0.488,0.481,0.6,0.8,0.727,1.0,2.2,3.1,1.0,0.2,0.4,0.6,1.3,4.1,23-24
Pete Nance,PF,23,CLE,2,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23-24
Frank Ntilikina,PG,25,CHO,2,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,23-24
Jordan Nwora,SF,25,TOT,19,0,9.8,2.0,4.4,0.458,0.6,1.9,0.324,1.4,2.4,0.565,0.53,0.5,0.6,0.818,0.4,1.3,1.7,0.9,0.3,0.1,0.6,1.0,5.1,23-24
Scotty Pippen Jr.,PG,23,MEM,2,0,14.5,3.0,4.5,0.667,0.5,0.5,1.0,2.5,4.0,0.625,0.722,2.5,2.5,1.0,0.5,3.0,3.5,3.5,0.0,0.0,1.5,0.5,9.0,23-24
Jontay Porter,PF,24,TOR,11,5,15.6,1.7,5.0,0.345,0.7,2.6,0.276,1.0,2.4,0.423,0.418,0.7,0.7,1.0,1.1,2.3,3.4,2.2,0.7,1.0,0.7,1.9,4.9,23-24
Pascal Siakam,PF,29,TOT,42,42,34.5,8.3,15.9,0.52,1.1,3.6,0.318,7.1,12.3,0.579,0.556,4.2,5.5,0.751,1.4,5.0,6.3,4.9,0.8,0.2,2.1,2.4,21.8,23-24
Terquavion Smith,PG,21,PHI,3,0,1.0,0.7,1.0,0.667,0.7,0.7,1.0,0.0,0.3,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23-24
Jordan Walsh,SF,19,BOS,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23-24
Dylan Windler,SF,27,TOT,4,0,3.0,0.5,0.8,0.667,0.5,0.8,0.667,0.0,0.0,,1.0,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.5,1.5,23-24
