Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
T.J. McConnell,PG,31,IND,7,0,13.7,3.1,5.3,0.595,0,0.4,0,3.1,4.9,0.647,0.595,1.3,1.3,1,0.6,2,2.6,3.3,0.9,0.1,0.7,1.3,7.6,23-24
Jaden McDaniels,SF,23,MIN,10,10,25.6,4.4,7.7,0.571,1.1,2.9,0.379,3.3,4.8,0.688,0.643,0.2,0.2,1,0.7,1.6,2.3,1.4,0.6,0.4,1,3.6,10.1,23-24
Jalen McDaniels,SF,26,TOR,10,0,9.4,0.7,3.2,0.219,0.2,1.6,0.125,0.5,1.6,0.313,0.25,0,0,,0.1,1.1,1.2,0.5,0.3,0.2,0.2,0.6,1.6,23-24
Doug McDermott,SF,32,SAS,13,0,17.2,2.5,5.1,0.5,1.9,3.8,0.51,0.6,1.3,0.471,0.689,0.3,0.5,0.667,0.2,0.9,1.1,1.8,0.2,0.1,0.7,1.5,7.3,23-24
JaVale McGee,C,36,SAC,9,0,11.1,3,4.4,0.675,0,0.1,0,3,4.3,0.692,0.675,0.7,1,0.667,1.3,2,3.3,0.4,0.3,0.3,1,1.1,6.7,23-24
Bryce McGowens,SG,21,CHO,7,0,15.9,1,2.7,0.368,0.6,1.7,0.333,0.4,1,0.429,0.474,0.9,1.1,0.75,0.1,1.7,1.9,0.7,0.4,0,0.6,1.6,3.4,23-24
Jordan McLaughlin,PG,27,MIN,5,0,3.8,0.2,0.8,0.25,0.2,0.4,0.5,0,0.4,0,0.375,0.4,0.4,1,0,0,0,1,0,0.4,0,0.4,1,23-24
De'Anthony Melton,SG,25,PHI,12,12,29.4,3.6,9.4,0.381,2.2,5.2,0.419,1.4,4.3,0.333,0.496,1.8,2.3,0.75,0.6,3.2,3.8,4,1.3,0.3,1.3,2.5,11.1,23-24
Sam Merrill,SG,27,CLE,6,0,4.3,0.3,1.2,0.286,0.3,1,0.333,0,0.2,0,0.429,0,0,,0.2,0.3,0.5,0.5,0.3,0,0.2,0,1,23-24
Chimezie Metu,C,26,PHO,5,0,2.6,0.6,1.6,0.375,0,0.6,0,0.6,1,0.6,0.375,0.4,0.4,1,0,0.8,0.8,0.2,0,0.2,0.4,0.4,1.6,23-24
Vasilije Micić,PG,30,OKC,6,0,13.5,1.3,3.2,0.421,0.8,1.8,0.455,0.5,1.3,0.375,0.553,0.7,1,0.667,0,0.7,0.7,3.2,0.2,0,1,1,4.2,23-24
Khris Middleton,SF,32,MIL,10,10,19.3,4.4,9,0.489,1.3,4,0.325,3.1,5,0.62,0.561,1.3,1.6,0.813,0.7,3.2,3.9,3.5,0.8,0.1,1.7,1.6,11.4,23-24
Brandon Miller,SF,21,CHO,11,6,29.2,5.4,11.5,0.468,1.4,4.2,0.326,4,7.3,0.55,0.528,1.9,2.5,0.778,1.4,2.7,4.1,1.7,0.5,0.5,1,3.1,14,23-24
Jordan Miller,SF,24,LAC,2,0,3.5,1,1.5,0.667,0.5,0.5,1,0.5,1,0.5,0.833,0,0,,0,0,0,0,0,0,0,1,2.5,23-24
Leonard Miller,SF,20,MIN,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,23-24
Shake Milton,SG,27,MIN,12,0,15.7,1.8,4.7,0.393,0.5,1.9,0.261,1.3,2.8,0.485,0.446,1.3,1.6,0.789,0.3,1.8,2,1.2,0.7,0.1,1.1,1.8,5.4,23-24
Justin Minaya,SF,24,POR,4,0,4.3,0,0,,0,0,,0,0,,,0,0,,0.5,0.3,0.8,0,0,0,0.3,0.3,0,23-24
Josh Minott,SF,21,MIN,6,0,3,0.7,1.5,0.444,0,0.7,0,0.7,0.8,0.8,0.444,0.3,0.7,0.5,0.2,0,0.2,0.2,0,0.2,0,0.3,1.7,23-24
Davion Mitchell,PG,25,SAC,8,3,21,2.4,6.4,0.373,1.3,3.8,0.333,1.1,2.6,0.429,0.471,0.1,0.1,1,0.1,1.5,1.6,2.8,0.5,0.3,1,2.4,6.1,23-24
Donovan Mitchell,SG,27,CLE,10,10,36.2,10.5,21.6,0.486,3.5,8.9,0.393,7,12.7,0.551,0.567,4.7,5.3,0.887,0.9,4,4.9,5.3,2,0.6,2.6,2.3,29.2,23-24
Evan Mobley,PF,22,CLE,12,12,32.9,6.9,12.7,0.546,0.1,0.6,0.143,6.8,12.1,0.566,0.549,2.8,3.8,0.717,3.2,7.3,10.4,3.1,0.8,1.8,2.1,2.8,16.7,23-24
Isaiah Mobley,PF,24,CLE,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,1,0,23-24
Malik Monk,SG,25,SAC,11,0,23.7,4.3,10.5,0.405,2.4,6,0.394,1.9,4.5,0.42,0.517,2.8,3.4,0.838,0.8,2.3,3.1,5.6,0.5,0.6,2.2,1.7,13.7,23-24
Moses Moody,SG,21,GSW,14,1,17.4,2.6,5.9,0.451,1.1,3.4,0.34,1.5,2.5,0.6,0.549,1,1.3,0.778,0.9,2.1,3,1.1,1,0.3,0.6,1,7.4,23-24
Marcus Morris,PF,34,PHI,5,0,8.2,0.4,1.8,0.222,0,0.8,0,0.4,1,0.4,0.222,0.2,0.2,1,0,1.2,1.2,0.2,0,0.2,0.2,0.8,1,23-24
Markieff Morris,PF,34,DAL,1,0,4,0,2,0,0,2,0,0,0,,0,0,0,,0,1,1,0,0,0,0,0,0,23-24
Dejounte Murray,SG,27,ATL,12,12,34.5,8,16.5,0.485,2.3,5.8,0.391,5.8,10.8,0.535,0.553,3,3.7,0.818,0.5,3.8,4.3,5.4,1.4,0.3,2.6,1.4,21.3,23-24
Jamal Murray,PG,26,DEN,7,7,30.9,6,13.9,0.433,2,4.6,0.438,4,9.3,0.431,0.505,2.3,2.7,0.842,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3,23-24
Keegan Murray,SF,23,SAC,11,11,34.6,5.1,13.4,0.381,2.2,7.7,0.282,2.9,5.6,0.516,0.463,1.3,1.5,0.824,1.7,5,6.7,2,1.5,0.6,1.3,2.2,13.6,23-24
Kris Murray,SF,23,POR,7,0,7,0.3,1.3,0.222,0.1,0.9,0.167,0.1,0.4,0.333,0.278,0,0,,0.1,0.4,0.6,0.4,0.4,0.1,0,0.7,0.7,23-24
Mike Muscala,C,32,WAS,6,1,10.7,1,2.7,0.375,0.3,1.3,0.25,0.7,1.3,0.5,0.438,0.7,0.7,1,0.3,1.8,2.2,0.7,0.2,0.2,1,1.2,3,23-24
Svi Mykhailiuk,SF,26,BOS,6,0,8,0.8,2.5,0.333,0.5,2,0.25,0.3,0.5,0.667,0.433,0,0,,0.2,0.7,0.8,0.2,0.3,0,0.7,0.7,2.2,23-24
Larry Nance Jr.,C,31,NOP,10,0,15.7,1.6,3.3,0.485,0.3,0.9,0.333,1.3,2.4,0.542,0.53,0.3,0.6,0.5,1.3,3.1,4.4,0.8,0.5,0.1,0.9,1.4,3.8,23-24
Andrew Nembhard,PG,24,IND,11,1,18.4,3.3,6.8,0.48,0.7,2.5,0.286,2.5,4.3,0.596,0.533,0.3,0.4,0.75,0.4,1.5,1.8,4,0.8,0,1.5,1.9,7.5,23-24
Aaron Nesmith,SF,24,IND,11,0,23.9,4,7.8,0.512,2.1,4.5,0.46,1.9,3.3,0.583,0.645,1.1,1.7,0.632,0.9,2.6,3.5,1.2,0.8,0.6,0.5,3,11.2,23-24
Georges Niang,PF,30,CLE,12,1,22.7,2.4,6.5,0.372,1.3,4.2,0.3,1.2,2.3,0.5,0.468,0.5,0.5,1,0.3,3.6,3.9,1,0.2,0.2,0.6,2.3,6.6,23-24
Daishen Nix,PG,21,MIN,3,0,2.3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0,0,0,0,0.3,0,0,0,0.7,23-24
Zeke Nnaji,PF,23,DEN,12,0,10.3,1.2,2.4,0.483,0.1,0.4,0.2,1.1,2,0.542,0.5,0.6,1,0.583,0.8,1.6,2.3,0.4,0.2,0.4,0.5,1.2,3,23-24
Markquis Nowell,SG,24,TOR,1,0,4,0,1,0,0,0,,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2,23-24
Jusuf Nurkić,C,29,PHO,12,12,26.8,3.2,7.8,0.404,0.7,2.6,0.258,2.5,5.3,0.476,0.447,2.9,3.9,0.745,2.7,6,8.7,4.5,1.3,0.8,2.1,3.4,9.9,23-24
Jordan Nwora,SF,25,IND,3,0,12,2,6,0.333,0.7,2.7,0.25,1.3,3.3,0.4,0.389,0.7,1,0.667,0.3,1.7,2,1.3,0,0.3,1.7,0.7,5.3,23-24
Royce O'Neale,SF,30,BRK,12,4,30.5,2.8,7.8,0.362,2.5,6.6,0.38,0.3,1.3,0.267,0.521,0.2,0.3,0.5,0.7,4.9,5.6,3.3,0.6,0.8,1.1,3.2,8.3,23-24
Chuma Okeke,SF,25,ORL,5,0,3.2,0.2,0.8,0.25,0,0.6,0,0.2,0.2,1,0.25,0,0,,0.6,0.6,1.2,0.2,0,0,0.2,0,0.4,23-24
Josh Okogie,SG,25,PHO,12,6,22.3,2.3,5.2,0.435,0.6,2.2,0.269,1.7,3,0.556,0.492,2.3,2.8,0.848,1.7,1.3,3,1.1,0.7,0.4,0.8,1.3,7.4,23-24
Onyeka Okongwu,C,23,ATL,12,0,22.1,3.2,5.3,0.594,0.3,0.8,0.3,2.9,4.5,0.648,0.617,2.3,2.5,0.933,2.7,4,6.7,1.4,0.6,0.9,1.1,3.2,8.9,23-24
Isaac Okoro,SF,23,CLE,6,5,28.8,3.5,7.2,0.488,1,2.5,0.4,2.5,4.7,0.536,0.558,1.5,2.2,0.692,2,2.8,4.8,2.2,1.2,0.5,1,3.8,9.5,23-24
Kelly Olynyk,C,32,UTA,12,0,20.7,2.8,4.8,0.596,0.8,1.8,0.455,2,2.9,0.686,0.684,1.2,1.3,0.875,2.2,3.7,5.8,3.7,1,0.2,1.8,2.8,7.7,23-24
Eugene Omoruyi,SF,26,WAS,7,0,7.1,2.1,3,0.714,0.4,0.9,0.5,1.7,2.1,0.8,0.786,0.7,1.1,0.625,0.6,1.6,2.1,0.9,0.4,0.1,0.9,0.9,5.4,23-24
Cedi Osman,SF,28,SAS,13,0,19.3,2.9,6,0.487,1.6,3.6,0.447,1.3,2.4,0.548,0.622,0.4,0.5,0.714,0.4,1.5,1.9,1.3,0.5,0.2,0.5,1.2,7.8,23-24
Kelly Oubre Jr.,SF,28,PHI,8,5,29,5.9,11.8,0.5,1.8,4.6,0.378,4.1,7.1,0.579,0.574,2.8,3.5,0.786,1.4,3.8,5.1,0.6,1.4,0.4,0.9,2.4,16.3,23-24
Chris Paul,PG,38,GSW,14,5,28.4,3.5,9,0.389,1.1,3.8,0.302,2.4,5.2,0.452,0.452,1.3,1.4,0.9,0.3,3.4,3.7,7.4,1.6,0.1,1.2,1.5,9.4,23-24
Cameron Payne,PG,29,MIL,13,2,18,2.5,4.8,0.516,1.4,2.6,0.529,1.1,2.2,0.5,0.661,0.5,0.5,1,0.1,1.2,1.2,2.4,0.5,0.2,0.8,2.3,6.8,23-24
Gary Payton II,SG,31,GSW,12,0,17.3,2.4,5.3,0.453,0.8,2.2,0.346,1.7,3.2,0.526,0.523,0.4,0.7,0.625,1.2,1.8,3,1,1.2,0.2,0.5,1.6,6,23-24
Filip Petrušev,C,23,TOT,2,0,1.5,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0,23-24
Filip Petrušev,C,23,PHI,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,23-24
Filip Petrušev,C,23,SAC,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,23-24
Julian Phillips,SF,20,CHI,5,0,2.8,0,0.6,0,0,0.4,0,0,0.2,0,0,0,0,,0,0.2,0.2,0,0,0,0,0.2,0,23-24
Jalen Pickett,SG,24,DEN,6,0,6,1,1.7,0.6,0.5,1.2,0.429,0.5,0.5,1,0.75,0,0,,0,0.8,0.8,0.5,0.2,0,0.5,0.8,2.5,23-24
Mason Plumlee,C,33,LAC,6,0,17,2,3.2,0.632,0,0,,2,3.2,0.632,0.632,1,2.3,0.429,1.3,4.2,5.5,1,0.7,0.2,0.8,1,5,23-24
Brandin Podziemski,SG,20,GSW,9,0,15.7,2.6,5.3,0.479,1,2.2,0.45,1.6,3.1,0.5,0.573,1,1.2,0.818,0.9,2.9,3.8,2.1,0.3,0,1.3,1.8,7.1,23-24
Jakob Poeltl,C,28,TOR,12,12,25.7,4.9,7.3,0.678,0,0,,4.9,7.3,0.678,0.678,0.8,1.8,0.429,2.9,5.3,8.2,2,0.9,0.8,1.7,2.7,10.6,23-24
Aleksej Pokusevski,PF,22,OKC,4,0,5.8,0,1.3,0,0,1.3,0,0,0,,0,0.3,0.5,0.5,0,1,1,0.3,0,0.3,0.8,0.8,0.3,23-24
Jordan Poole,SG,24,WAS,12,12,28.9,5.8,14.7,0.392,1.8,6.6,0.278,3.9,8.1,0.485,0.455,2.2,2.7,0.813,0.5,2,2.5,3.7,1.2,0.5,3.2,3.1,15.5,23-24
Craig Porter Jr.,PG,23,CLE,7,0,9.6,1.9,3.7,0.5,0,0.1,0,1.9,3.6,0.52,0.5,0.7,1.4,0.5,0.1,1.7,1.9,1.6,0.6,0.1,0.7,1.1,4.4,23-24
Michael Porter Jr.,SF,25,DEN,12,12,30.3,6.5,13.7,0.476,2.6,7.3,0.352,3.9,6.3,0.618,0.57,0.8,1.2,0.714,2,6.2,8.2,1.5,0.4,0.8,0.9,2.4,16.4,23-24
Otto Porter Jr.,SF,30,TOR,6,1,14.8,1.2,3.2,0.368,0.8,2.2,0.385,0.3,1,0.333,0.5,0.2,0.2,1,0.5,2,2.5,0.2,0.5,0.5,0,1.2,3.3,23-24
Bobby Portis,PF,28,MIL,13,0,23.2,5,10.1,0.496,0.8,2.6,0.324,4.2,7.5,0.557,0.538,1.9,2.5,0.758,1,5.4,6.4,1.5,0.9,0.5,1.2,2.2,12.8,23-24
Kristaps Porziņģis,C,28,BOS,11,11,30.6,6.5,11.6,0.555,1.8,4.7,0.385,4.6,6.9,0.671,0.633,4.5,5.3,0.845,1.4,5.4,6.7,2.2,0.5,1.5,1.3,3.4,19.2,23-24
Dwight Powell,C,32,DAL,12,1,16.8,1.8,2.4,0.724,0.1,0.1,1,1.7,2.3,0.714,0.741,2.2,2.8,0.765,1.8,2.3,4,1.4,0.3,0.7,0.3,1.9,5.8,23-24
Norman Powell,SG,30,LAC,11,0,24.9,4.4,8.7,0.5,2,4.5,0.449,2.4,4.3,0.553,0.615,1.8,2.5,0.714,0.2,1.8,2,1.5,0.5,0.5,1.1,2.6,12.5,23-24
Taurean Prince,PF,29,LAL,11,11,30.3,3.5,7.8,0.442,1.4,4.5,0.306,2.1,3.4,0.622,0.529,0.9,1.1,0.833,0.2,1.6,1.8,1.1,0.7,0.5,0.4,2.9,9.2,23-24
Payton Pritchard,PG,26,BOS,12,0,20.5,1.8,5.3,0.328,0.8,3.3,0.231,1,2.1,0.48,0.398,0.5,0.6,0.857,1.3,1.9,3.3,3.5,0.3,0,0.6,1.5,4.8,23-24
Olivier-Maxence Prosper,PF,21,DAL,5,0,5.8,0.8,2,0.4,0.2,1,0.2,0.6,1,0.6,0.45,0.8,1.6,0.5,0.4,0.8,1.2,0.2,0,0,0,0.6,2.6,23-24
Immanuel Quickley,SG,24,NYK,13,0,25.3,5.4,11.7,0.461,1.9,5.2,0.368,3.5,6.5,0.536,0.543,2.8,3.2,0.878,0.3,3.3,3.6,3.6,0.5,0,1.3,1.9,15.5,23-24
Lester Quinones,SG,23,GSW,2,0,4.5,1,3,0.333,0.5,2,0.25,0.5,1,0.5,0.417,0,0,,0,0,0,0,0,0,0.5,0.5,2.5,23-24
Julius Randle,PF,29,NYK,13,13,34.8,6.7,17.7,0.378,1.8,6.2,0.284,4.9,11.5,0.43,0.428,4.2,6.3,0.671,2,7.7,9.7,5.6,0.9,0.2,3.2,2.8,19.4,23-24
Duop Reath,C,27,POR,4,0,13.5,2.5,7.3,0.345,1.3,5,0.25,1.3,2.3,0.556,0.431,0.5,0.5,1,1,1,2,1.5,0,0.3,0.8,1.8,6.8,23-24
Austin Reaves,SG,25,LAL,13,8,30.8,4.5,10.4,0.437,1.4,4.1,0.34,3.2,6.3,0.5,0.504,2.6,3.2,0.81,1.2,3.8,5,4.8,1.1,0.1,2.6,1.3,13.1,23-24
Cam Reddish,SF,24,LAL,13,7,24.2,2.7,6.2,0.432,1.1,3,0.359,1.6,3.2,0.5,0.519,1.5,1.9,0.8,0.5,2.2,2.7,1,1.7,0.3,0.6,1.5,8,23-24
Paul Reed,C,24,PHI,12,0,12.9,2.1,3.5,0.595,0.1,0.3,0.25,2,3.2,0.632,0.607,0.2,0.3,0.5,1.7,2.8,4.4,1,0.3,0.4,0.8,2,4.4,23-24
Naz Reid,C,24,MIN,12,0,21.3,4.5,8.7,0.519,1.8,4.3,0.431,2.7,4.4,0.604,0.625,1.8,1.8,0.955,0.9,3,3.9,0.7,0.6,0.4,0.9,1.1,12.6,23-24
Jared Rhoden,SG,24,DET,5,0,6,1,1.8,0.556,0.2,0.8,0.25,0.8,1,0.8,0.611,0.4,0.4,1,0.2,0.6,0.8,0.6,0,0,0.4,0.8,2.6,23-24
Nick Richards,C,26,CHO,11,0,17.5,3,3.8,0.786,0,0,,3,3.8,0.786,0.786,2.5,3.1,0.794,1.5,4.4,5.9,0.4,0.4,1.2,1.2,2.9,8.5,23-24
Josh Richardson,SG,30,MIA,10,1,25,2.8,7,0.4,1,3.9,0.256,1.8,3.1,0.581,0.471,0.8,0.9,0.889,0.1,2.3,2.4,2.7,0.6,0.2,0.9,1.8,7.4,23-24
Duncan Robinson,SF,29,MIA,13,5,29.8,5.2,11,0.469,3,7.3,0.411,2.2,3.7,0.583,0.605,1.2,1.4,0.889,0.3,2.5,2.8,2.8,0.4,0.2,1,2.2,14.5,23-24
Jerome Robinson,SG,26,GSW,1,0,5,0,2,0,0,0,,0,2,0,0,0,0,,1,1,2,0,0,0,0,0,0,23-24
Mitchell Robinson,C,25,NYK,13,13,29.8,2.8,4.9,0.563,0,0,,2.8,4.9,0.563,0.563,0.8,2,0.385,6,5.6,11.6,0.5,1.3,1.2,0.6,1.8,6.3,23-24
Orlando Robinson,C,23,MIA,2,0,15,2,4.5,0.444,0.5,0.5,1,1.5,4,0.375,0.5,1,1,1,1,3,4,3.5,0.5,0.5,1.5,2,5.5,23-24
Jeremiah Robinson-Earl,PF,23,NOP,6,1,14.3,2,3.5,0.571,1,1.7,0.6,1,1.8,0.545,0.714,0.7,0.7,1,0.8,2,2.8,0.7,0.3,0,1,1.3,5.7,23-24
David Roddy,PF,22,MEM,12,1,22.9,3.4,7.8,0.436,0.7,2.9,0.229,2.8,4.9,0.559,0.479,0.6,0.9,0.636,1.2,2.6,3.8,1.1,0.7,0.5,0.8,1.9,8.1,23-24
Ryan Rollins,PG,21,WAS,7,0,6.9,1.3,2.6,0.5,0.1,0.3,0.5,1.1,2.3,0.5,0.528,1.9,2.3,0.813,0.3,1.1,1.4,1.4,1.1,0.3,1,0.9,4.6,23-24
Derrick Rose,PG,35,MEM,5,0,17,3,8.2,0.366,1.2,2.2,0.545,1.8,6,0.3,0.439,1,1.4,0.714,0.8,1,1.8,2.4,0.4,0.2,1.2,0.8,8.2,23-24
Terry Rozier,SG,29,CHO,5,5,35.8,8.4,18,0.467,1.6,6.2,0.258,6.8,11.8,0.576,0.511,3.6,4.4,0.818,0.8,3.2,4,5,0.6,0.4,2.2,0.8,22,23-24
Rayan Rupert,SG,19,POR,4,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0.3,0.5,0.5,0,0,0,0,0,0,0.3,0.3,0.3,23-24
D'Angelo Russell,PG,27,LAL,13,13,32.6,6.9,14.4,0.481,2.3,5.9,0.39,4.6,8.5,0.545,0.561,2.2,2.8,0.806,0.5,2.8,3.4,6.5,0.4,0.6,1.9,2.3,18.4,23-24
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,23-24
Domantas Sabonis,C,27,SAC,11,11,35.2,7.6,12.5,0.609,0.5,1.3,0.429,7.1,11.3,0.629,0.63,4,6.3,0.638,3.6,9.3,12.9,7.3,1,1,3.6,3.5,19.8,23-24
Luka Šamanić,PF,24,UTA,5,0,3.4,1,2,0.5,0.4,1,0.4,0.6,1,0.6,0.6,0.2,0.2,1,0,0.8,0.8,0.2,0.2,0,0,0.2,2.6,23-24
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1,0.667,0,0.3,0,0.7,0.7,1,0.667,0.7,0.7,1,0.3,0.7,1,0,0,0.3,0,1,2,23-24
Gui Santos,PF,21,GSW,1,0,4,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,2,1,3,1,0,0,0,0,2,23-24
Dario Šarić,C,29,GSW,14,3,21.1,3.3,8,0.411,1.4,4.1,0.328,1.9,3.9,0.5,0.496,1.2,1.4,0.895,1.8,4.6,6.4,2,0.5,0.4,0.9,2.2,9.1,23-24
Olivier Sarr,C,24,OKC,4,0,11,0.3,0.3,1,0,0,,0.3,0.3,1,1,1,1.5,0.667,0.8,3.8,4.5,0.3,0,1.3,0.5,1.5,1.5,23-24
Marcus Sasser,PG,23,DET,13,0,19.5,3.5,7.5,0.469,1.5,3.8,0.388,2.1,3.8,0.551,0.566,0.5,0.5,1,0.2,2.3,2.5,2.7,0.8,0.1,0.7,1.7,9.1,23-24
Admiral Schofield,PF,26,ORL,1,0,3,2,4,0.5,1,3,0.333,1,1,1,0.625,0,0,,0,0,0,0,0,0,0,0,5,23-24
Dennis Schröder,PG,30,TOR,12,12,31.8,5.4,12.8,0.425,1.9,5.2,0.371,3.5,7.6,0.462,0.5,2.8,3.3,0.846,0.7,2.4,3.1,7.3,1,0.2,1.9,1.8,15.5,23-24
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,0.308,0.2,0.4,0.5,0.6,2.2,0.273,0.346,1,1.2,0.833,0.2,1.2,1.4,0.8,0.4,0.2,0,0.8,2.8,23-24
Alperen Şengün,C,21,HOU,10,10,31.7,8.3,14.3,0.58,0.6,2.1,0.286,7.7,12.2,0.631,0.601,2.6,4.1,0.634,2.5,5.7,8.2,5.8,1,0.4,2.5,2.9,19.8,23-24
Brice Sensabaugh,SF,20,UTA,1,0,2,0,2,0,0,0,,0,2,0,0,0,0,,1,1,2,0,0,0,0,0,0,23-24
Collin Sexton,SG,25,UTA,12,0,19.8,4,8.8,0.453,0.8,2.8,0.294,3.2,6,0.528,0.5,3.1,3.5,0.881,0.8,1.7,2.4,3.2,0.3,0.3,1.8,1.8,11.9,23-24
Landry Shamet,SG,26,WAS,8,0,15.4,2.6,6.3,0.42,1.3,4.1,0.303,1.4,2.1,0.647,0.52,0.1,0.3,0.5,0.1,1.1,1.3,1.3,0.6,0.1,0.4,1.6,6.6,23-24
Day'Ron Sharpe,C,22,BRK,12,0,14.1,2.6,4.8,0.534,0,0.2,0,2.6,4.7,0.554,0.534,1.5,2.3,0.643,2.5,4,6.5,0.4,0.3,0.5,1.3,2,6.7,23-24
Shaedon Sharpe,SG,20,POR,12,11,38.4,6.2,15.2,0.407,2.1,6.3,0.329,4.1,8.8,0.462,0.475,4.2,5.1,0.82,1.8,3.9,5.8,3.4,0.9,0.6,3.5,2.9,18.6,23-24
Ben Sheppard,SG,22,IND,3,0,10.7,1.7,4,0.417,1,2.7,0.375,0.7,1.3,0.5,0.542,0,0,,0.3,1,1.3,0.7,0,0,0,1.3,4.3,23-24
Pascal Siakam,PF,29,TOR,12,12,34.1,7.6,15.6,0.487,1,4.3,0.235,6.6,11.3,0.581,0.519,2.9,4.2,0.7,1.3,5.9,7.2,4.8,0.8,0.2,2.8,2.6,19.1,23-24
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6,0.528,0,0,,3.2,6,0.528,0.528,0.2,0.7,0.25,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5,23-24
Anfernee Simons,SG,24,POR,1,1,27,6,14,0.429,2,6,0.333,4,8,0.5,0.5,4,4,1,1,1,2,4,2,0,0,2,18,23-24
Jericho Sims,C,25,NYK,6,0,3,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.2,0.5,0.333,0.2,1.3,1.5,0.2,0,0,0,0.2,0.5,23-24
Jalen Slawson,SF,24,SAC,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,23-24
Marcus Smart,PG,29,MEM,11,11,29.9,4.6,10.8,0.429,1.6,5.5,0.295,3,5.3,0.569,0.504,1.5,1.9,0.81,0.3,2.2,2.5,5,2,0.4,3.4,3.2,12.5,23-24
Dennis Smith Jr.,PG,26,BRK,11,0,17,2.3,5.7,0.397,0.6,1.7,0.368,1.6,4,0.409,0.452,0.6,0.7,0.875,0.7,1.5,2.3,3.2,0.6,0.2,1,2.3,5.8,23-24
Dru Smith,SG,26,MIA,7,0,18.1,2.1,4.6,0.469,1,2.3,0.438,1.1,2.3,0.5,0.578,0.3,0.3,1,0.9,1,1.9,2,1.1,0.4,0.7,1.6,5.6,23-24
Ish Smith,PG,35,CHO,6,0,15,1.7,3.3,0.5,0.2,0.3,0.5,1.5,3,0.5,0.525,0,0,,0.3,1.8,2.2,1.8,0.5,0.2,1.2,1,3.5,23-24
Jabari Smith Jr.,PF,20,HOU,10,10,28.6,4.9,10.5,0.467,1.7,4.8,0.354,3.2,5.7,0.561,0.548,0.5,0.9,0.556,1.6,5.4,7,1.2,0.6,0.5,1.1,3.5,12,23-24
Jalen Smith,C,23,IND,9,0,16.1,4.3,6.1,0.709,1.1,1.7,0.667,3.2,4.4,0.725,0.8,1.2,1.7,0.733,1.7,4.3,6,1.2,0.4,0.3,1.1,2.4,11,23-24
Nick Smith Jr.,SG,19,CHO,5,0,7.4,1,3.2,0.313,0.6,1.4,0.429,0.4,1.8,0.222,0.406,0,0,,0.2,0.6,0.8,0.4,0.2,0.2,0.4,0.4,2.6,23-24
Jeremy Sochan,PG,20,SAS,13,13,28.7,4.2,9.5,0.447,0.8,1.8,0.417,3.5,7.6,0.455,0.488,1.4,1.9,0.72,1.4,4,5.4,4.5,1,0.3,2.5,3.3,10.6,23-24
Jaden Springer,SG,21,PHI,8,0,11.4,1.3,3.3,0.385,0.1,0.8,0.167,1.1,2.5,0.45,0.404,0.5,0.8,0.667,0.9,0.8,1.6,0.9,0.5,0.8,1.1,1.8,3.1,23-24
Lamar Stevens,PF,26,BOS,3,0,5.7,1.3,2.3,0.571,0.3,0.3,1,1,2,0.5,0.643,0,0,,1.3,0.3,1.7,0.7,0.3,0,1,1,3,23-24
Isaiah Stewart,PF,22,DET,13,13,32.8,4.5,9.8,0.465,1.7,4.2,0.407,2.8,5.6,0.507,0.551,1.5,2,0.731,2.1,5.3,7.4,1.5,0.2,0.8,2.1,2.8,12.2,23-24
Julian Strawther,SF,21,DEN,9,0,9.8,1.9,4.4,0.425,1,3.1,0.321,0.9,1.3,0.667,0.538,0,0.2,0,0,0.8,0.8,0.6,0.2,0.2,0.1,1,4.8,23-24
Max Strus,SF,27,CLE,12,12,35.4,5.3,12.2,0.432,2.8,7.8,0.362,2.4,4.3,0.558,0.548,1.3,1.4,0.882,0.7,5.2,5.8,3.7,1,0.6,1.4,2.3,14.6,23-24
