Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Bruno Fernando,C,25,ATL,13,0,6.5,1.1,2.1,0.519,0,0.2,0,1.1,1.8,0.583,0.519,0.8,1.5,0.526,0.5,1.5,2,0.3,0.2,0.4,0.5,0.9,2.9,23-24
Dorian Finney-Smith,PF,30,BRK,40,29,28.6,3.3,8.1,0.404,2.1,5.4,0.378,1.2,2.6,0.457,0.531,0.3,0.4,0.813,1.8,3,4.8,1.4,0.7,0.6,0.8,2.3,8.9,23-24
Malachi Flynn,PG,25,TOT,38,0,13.3,1.6,3.9,0.409,0.8,2.3,0.341,0.8,1.6,0.508,0.51,0.6,0.7,0.75,0.3,1.4,1.8,2,0.5,0.2,0.9,1.2,4.6,23-24
Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,0.409,0.9,2.6,0.35,0.9,1.8,0.491,0.511,0.5,0.7,0.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,23-24
Malachi Flynn,PG,25,NYK,7,0,4.4,0.7,1.7,0.417,0.3,1.1,0.25,0.4,0.6,0.75,0.5,0.6,0.9,0.667,0,0.4,0.4,0.6,0.1,0,0.3,0.4,2.3,23-24
Simone Fontecchio,SF,28,UTA,43,27,22.9,3.3,7.1,0.456,1.9,4.7,0.399,1.4,2.4,0.567,0.588,0.7,0.9,0.789,0.9,2.4,3.3,1.4,0.6,0.4,1.1,1.7,9.1,23-24
Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1,0,0.3,0.3,0.3,0,0,0.2,0,2,23-24
Trent Forrest,SG,25,ATL,18,0,10.9,0.8,2.6,0.326,0.1,0.3,0.333,0.7,2.2,0.325,0.348,0.4,0.6,0.8,0.3,1.2,1.4,1.9,0.4,0.1,0.6,0.9,2.2,23-24
Evan Fournier,SG,31,NYK,3,0,13,1.3,6.7,0.2,0.7,5,0.133,0.7,1.7,0.4,0.25,0.7,0.7,1,0,1.3,1.3,1,1.3,0,0.3,1.3,4,23-24
De'Aaron Fox,PG,26,SAC,36,36,35.6,9.8,21,0.465,3.2,8.1,0.39,6.6,12.9,0.512,0.54,4.8,6.7,0.717,0.9,3.3,4.1,5.6,1.6,0.4,2.5,2.5,27.4,23-24
Javon Freeman-Liberty,PG,24,TOR,1,0,2,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,1,0,1,0,0,0,0,0,2,23-24
Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,0.167,0,0.5,0,0.3,1,0.25,0.167,0.5,0.5,1,0.5,0,0.5,0,0,0,0.3,0.3,1,23-24
Markelle Fultz,PG,25,ORL,12,6,24.3,3.9,8.1,0.485,0,0.3,0,3.9,7.8,0.5,0.485,0.4,0.9,0.455,1.3,1.8,3,3.7,1.2,0.4,1.3,1.8,8.3,23-24
Daniel Gafford,C,25,WAS,38,38,26.1,4.3,6.2,0.692,0,0,,4.3,6.2,0.692,0.692,1.9,2.6,0.727,2.6,4.9,7.5,1.6,0.9,2.1,1.1,3.4,10.5,23-24
Danilo Gallinari,PF-SF,35,TOT,28,0,14.7,2.2,4.9,0.449,0.8,2.4,0.333,1.4,2.5,0.557,0.529,1.9,2.3,0.844,0.4,2.4,2.9,1.3,0.2,0.1,0.4,1,7.1,23-24
Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5,0.435,0.8,2.5,0.313,1.4,2.6,0.552,0.511,1.8,2.2,0.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1,7,23-24
Danilo Gallinari,SF,35,DET,2,0,13,2,2.5,0.8,1,1,1,1,1.5,0.667,1,3.5,4,0.875,0,2,2,2.5,0,0,0,1,8.5,23-24
Darius Garland,PG,24,CLE,20,20,34,7.6,16.1,0.47,1.8,5.2,0.346,5.8,10.9,0.53,0.526,3.8,4.6,0.835,0.6,2.2,2.8,5.9,1.6,0.2,3.8,1.6,20.7,23-24
Usman Garuba,PF,21,GSW,2,0,3,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0.5,0.5,0,0,0.5,0,23-24
Luka Garza,C,25,MIN,9,0,2.6,0.6,1.8,0.313,0,0.6,0,0.6,1.2,0.455,0.313,0.6,0.9,0.625,0.4,0.4,0.9,0.2,0,0,0.2,0.8,1.7,23-24
Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,0,0,0,0,0,0,23-24
Keyonte George,PG,20,UTA,39,16,24.3,3.4,9.2,0.367,1.7,5.2,0.328,1.7,4,0.417,0.459,2.5,3,0.814,0.3,2.4,2.8,4.4,0.5,0.1,2,1.1,10.9,23-24
Paul George,PF,33,LAC,40,40,34.7,8.3,17.8,0.468,3.6,8.5,0.419,4.8,9.3,0.512,0.568,3.3,3.7,0.911,0.6,4.9,5.6,3.6,1.6,0.4,2.1,2.9,23.5,23-24
Taj Gibson,PF,38,NYK,10,0,9.7,0.7,1.4,0.5,0,0.4,0,0.7,1,0.7,0.5,0,0,,0.6,1.2,1.8,0.5,0.1,0.6,0.2,2,1.4,23-24
Josh Giddey,SG,21,OKC,43,43,24.9,4.8,10.6,0.454,0.9,2.8,0.336,3.9,7.8,0.496,0.498,1.2,1.4,0.806,1.4,4.8,6.3,4.6,0.7,0.4,2.1,1.3,11.7,23-24
Harry Giles,C,25,BRK,12,0,5.6,1.5,3,0.5,0.1,0.7,0.125,1.4,2.3,0.607,0.514,0.5,0.9,0.545,0.8,0.8,1.6,0.3,0.1,0.3,0.3,0.8,3.6,23-24
Shai Gilgeous-Alexander,PG,25,OKC,43,43,34.4,11,20,0.546,1.1,3.4,0.329,9.8,16.7,0.591,0.574,8.1,9.1,0.89,0.9,4.7,5.6,6.4,2.3,0.8,2.1,2.6,31.1,23-24
Anthony Gill,PF,31,WAS,25,0,5.9,0.9,1.8,0.489,0.1,0.4,0.182,0.8,1.4,0.588,0.511,0.5,0.6,0.75,0.5,0.8,1.4,0.4,0.1,0.2,0.4,0.5,2.3,23-24
Collin Gillespie,PG,24,DEN,14,0,6.9,0.8,1.7,0.458,0.3,0.9,0.308,0.5,0.8,0.636,0.542,0.3,0.4,0.8,0.1,0.3,0.4,0.6,0.4,0,0.4,0.9,2.1,23-24
Jacob Gilyard,PG,25,MEM,27,10,16.6,1.4,3.4,0.402,1.1,2.8,0.413,0.2,0.6,0.353,0.571,0,0,1,0.3,0.8,1,3.3,0.6,0.1,0.6,0.9,3.9,23-24
Rudy Gobert,C,31,MIN,43,43,33,5,7.9,0.633,0,0,0,5,7.9,0.637,0.633,3.3,5.2,0.632,3.6,9,12.5,1.2,0.6,2.1,1.6,2.9,13.3,23-24
Jordan Goodwin,PG,25,PHO,36,0,15.2,2,5.2,0.38,0.6,2.2,0.288,1.3,3,0.449,0.441,0.6,0.8,0.852,1.1,2.1,3.2,2.1,0.6,0.2,0.8,1.2,5.2,23-24
Aaron Gordon,PF,28,DEN,39,39,32.1,5.4,10,0.542,0.5,1.8,0.282,4.9,8.2,0.601,0.568,2.2,3.6,0.621,2.6,4,6.6,3.1,0.8,0.6,1.3,1.8,13.6,23-24
Eric Gordon,SG,35,PHO,36,19,30.4,4.6,10.4,0.443,2.5,6.6,0.376,2.1,3.8,0.558,0.561,0.8,1,0.778,0.3,1.8,2.1,2.3,0.9,0.5,1.3,1.3,12.5,23-24
Devonte' Graham,PG,28,SAS,10,0,8.8,1.1,2.8,0.393,0.7,2,0.35,0.4,0.8,0.5,0.518,0.6,0.8,0.75,0.2,1.1,1.3,1.9,0.3,0.1,0.3,0.4,3.5,23-24
Jerami Grant,PF,29,POR,39,39,34,7.5,16.3,0.461,2.2,5.4,0.412,5.3,10.8,0.485,0.529,4.4,5.5,0.798,0.7,3,3.6,2.6,0.7,0.8,2,2.2,21.6,23-24
A.J. Green,SG,24,MIL,27,0,7.6,1.1,2.6,0.429,0.9,2.2,0.417,0.2,0.4,0.5,0.607,0.1,0.1,1,0.2,0.6,0.8,0.6,0,0,0,0.9,3.3,23-24
Danny Green,SG,36,PHI,2,0,9,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,1,1,0.5,0.5,0,0,0.5,0,23-24
Draymond Green,PF,33,GSW,17,15,24.9,3.4,6.7,0.509,1.2,2.7,0.457,2.2,4,0.544,0.601,1.6,1.9,0.844,1.4,4.2,5.6,5.5,0.5,0.7,2.4,3.1,9.6,23-24
Jalen Green,SG,21,HOU,43,43,30.5,5.9,14.7,0.401,2,6.4,0.319,3.9,8.3,0.465,0.471,3.5,4.4,0.795,0.4,4.1,4.5,3.2,0.6,0.3,2.2,1.3,17.4,23-24
Jeff Green,PF,37,HOU,41,2,16.9,2.1,4.1,0.521,0.4,1.3,0.308,1.8,2.9,0.615,0.568,1.8,2.2,0.824,0.7,1.5,2.1,0.8,0.2,0.5,0.7,1.5,6.5,23-24
Josh Green,SG,23,DAL,31,14,26.1,2.9,6.3,0.459,1.2,3.2,0.38,1.6,3,0.543,0.557,0.6,1,0.563,0.6,2.5,3.1,2.5,0.7,0.2,1,1.8,7.5,23-24
AJ Griffin,SF,20,ATL,17,0,7.7,0.8,2.6,0.295,0.5,1.9,0.273,0.2,0.6,0.364,0.398,0.1,0.1,1,0.1,0.6,0.8,0.2,0.1,0.1,0.4,0.4,2.2,23-24
Quentin Grimes,SG,23,NYK,41,18,19.8,2.3,6,0.387,1.7,4.6,0.368,0.6,1.4,0.448,0.528,0.4,0.5,0.714,0.3,1.4,1.7,1.1,0.7,0.1,0.5,1.5,6.8,23-24
Mouhamed Gueye,PF,21,ATL,2,0,2,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0.5,0,0,0.5,0,23-24
Rui Hachimura,PF,25,LAL,31,7,23.1,4.3,9,0.475,1.1,3,0.359,3.2,6,0.532,0.534,1.5,2,0.762,0.8,2.6,3.5,1.1,0.7,0.3,0.7,1.3,11.1,23-24
